"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","stim","subjectKey","src_subject_id","site","interview_date","interview_age","sex","index","response"
"1015.5099999974482","<h1 style=""color:white;"">Welcome to the experiment!</h1><p style=""color:white;"">Press any key to continue.</p>","32","html-keyboard-response","0","1018","0.0-0.0","","","","","","","","","",""
"429.30499999783933","<h2 style=""color:white;"">In this task you will listen to a series of audio clips.</h2><h2 style=""color:white;"">The task is split into two test blocks, with a listening block in-between.</h2><p style=""color:white;"">Press any key to continue.</p>","32","html-keyboard-response","1","1448","0.0-1.0-0.0","","","","","","","","","",""
"224.60000001592562","<h2 style=""color:white;"">In the test blocks you will listen to a series of audio clips, and will have to indicate whether you heard speech in each clip.</h2><p style=""color:white;"">Press any key to continue.</p>","32","html-keyboard-response","2","1673","0.0-1.0-1.0","","","","","","","","","",""
"167.67500000423752","<h2 style=""color:white;"">In the listening block you just have to listen to several audio recordings. No response is required.</h2><p style=""color:white;"">Press any key to continue.</p>","32","html-keyboard-response","3","1842","0.0-1.0-2.0","","","","","","","","","",""
"159.76000000955537","<h2 style=""color:white;"">We will now begin the first test block.</h2> <p style=""color:white;"">Press any key to begin.</p>","32","html-keyboard-response","4","2002","0.0-1.0-3.0","","","","","","","","","",""
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","5","3005","0.0-2.0-0.0","","","","","","","","","",""
"null","sounds/intel_45/I_BKBQ0316.wav","null","audio-keyboard-response","6","5176","0.0-2.0-1.0","","","","","","","","","",""
"499.34499998926185","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for Yes &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for No</h3>","49","html-keyboard-response","7","5676","0.0-2.0-2.0","intel","316.wav","GUID","30123","30","09/24/2020","12","F","1","1"
"null","<h2 style=""color:white;"">You will now hear some short sentences.</h2><p style=""color:white;"">You do not need to respond, just listen.</p>","null","html-keyboard-response","8","15679","0.0-3.0","","","","","","","","","",""
"null","sounds/unaltered_45/BKBQ1913.WAV","null","audio-keyboard-response","9","16920","0.0-4.0-0.0","unaltered","1913.wav","GUID","30123","30","09/24/2020","12","F","1",""
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","10","17423","0.0-4.0-1.0","","","","","","","","","",""
"null","<h2 style=""color:white;"">We will now begin the second test block.</h2","null","html-keyboard-response","11","27426","0.0-5.0","","","","","","","","","",""
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">+</p>","null","html-keyboard-response","12","28430","0.0-6.0-0.0","","","","","","","","","",""
"null","sounds/unintel_45/U_BKBQ0103.WAV","null","audio-keyboard-response","13","30300","0.0-6.0-1.0","","","","","","","","","",""
"2209.9100000050385","<h1 style=""color:white;"">Could you hear speech in the audio?</h1><h3 style=""color:white;"">Press ""1"" for Yes &nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp Press ""0"" for No</h3>","48","html-keyboard-response","14","32511","0.0-6.0-2.0","unintel","103.wav","GUID","30123","30","09/24/2020","12","F","3","0"
"null","<p id=""counter"" style=""text-align:center; color:white; font-size:30px"">This is the end of the experiment.</p>","null","html-keyboard-response","15","37516","0.0-7.0-0.0","","","","","","","","","",""
